	artist_id	count
0	379	44353
1	368	42663
2	16	34783
3	1602	34333
4	54	31096
5	320	30799
6	238	25993
7	289	24693
8	295	23882
9	259	20756
10	46	20530
11	55	20300
12	424	19686
13	140	19335
14	2442	19322
15	1651	18968
16	1671	18609
17	16295	18439
18	499	18365
19	2267	17975
20	153	17582
21	245	16477
22	283	16435
23	3019	16251
24	135	16139
25	461	15916
26	351	15876
27	1793	15868
28	27	15862
29	1763	15619
30	4726	15416
31	3149	15144
32	10611	15123
33	145	14933
34	4206	14753
35	290	14595
36	3724	14494
37	2732	14398
38	74	14152
39	2596	14124
40	1825	13914
41	266	13718
42	504	13686
43	279	13604
44	1681	13324
45	691	13299
46	869	13274
47	85	13164
48	350	13082
49	1998	13078
50	2487	13072
51	3	12999
52	4081	12919
53	4101	12649
54	680	12631
55	489	12315
56	811	12296
57	67417	12167
58	3153	12056
59	3887	12012
60	2353	11942
61	722	11923
62	4083	11577
63	2562	11563
64	2437	11190
65	1760	11078
66	1774	10995
67	99	10962
68	1696	10944
69	1358	10900
70	1359	10819
71	2758	10797
72	520	10679
73	676	10676
74	425	10650
75	844	10599
76	4112	10522
77	79	10495
78	1339	10473
79	2111	10446
80	507	10435
81	1677	10354
82	64	10347
83	402	10228
84	6130	10161
85	6904	10138
86	329	10136
87	7	10097
88	163	10094
89	406	10025
90	185	9982
91	1648	9788
92	1807	9726
93	2673	9711
94	129	9691
95	2585	9687
96	3136	9652
97	1649	9633
98	4890	9486
99	172	9457
100	5046	9409
101	4115	9320
102	48	9285
103	3730	9244
104	177	9150
105	1899	9149
106	924	9031
107	1680	8994
108	2932	8950
109	4117	8942
110	93	8888
111	249	8853
112	2807	8844
113	2072	8784
114	1317	8767
115	132	8711
116	4	8697
117	1708	8694
118	2923	8677
119	62	8644
120	6234	8540
121	14783	8488
122	1871	8471
123	515	8459
124	301	8403
125	493	8351
126	2974	8139
127	32	8122
128	277	8101
129	4564	8052
130	391	8013
131	2556	7909
132	2943	7907
133	709	7885
134	2638	7884
135	1326	7884
136	75	7877
137	362	7852
138	52	7844
139	6138	7833
140	272	7788
141	1268	7739
142	1092	7733
143	1891	7719
144	3727	7702
145	2821	7700
146	122	7691
147	1	7645
148	3750	7627
149	3916	7605
150	3445	7574
151	15712	7452
152	330	7411
153	5031	7364
154	240	7353
155	2539	7353
156	482	7337
157	5619	7304
158	991	7273
159	12187	7272
160	276	7219
161	2123	7174
162	308	7153
163	2354	7086
164	2865	7044
165	1792	7034
