artist_id	count
3313	242
112188	232
15	228
29404	226
48440	219
34183	206
14225	206
50564	191
22804	188
34228	187
37185	186
29410	183
30001	180
69470	177
69904	175
51514	171
48618	168
52546	166
550	166
35616	166
120083	165
26143	159
13327	159
41458	157
52232	157
76615	153
28906	150
132058	149
22840	149
65403	148
21030	148
34223	144
20129	143
93012	143
44311	142
138072	142
34166	141
22835	141
13364	141
65328	140
27268	139
25097	137
9177	136
634	134
14006	133
267	132
33181	132
34560	132
100364	131
29127	127
29108	127
52840	127
68848	127
22515	126
69706	123
29455	123
29221	123
659	123
13347	122
44900	121
29147	121
36260	120
28656	119
13720	118
17358	117
38042	116
85510	116
46747	114
683	114
28776	114
392720	113
12946	112
13659	112
40725	112
13520	112
35074	110
27613	110
173	110
53068	109
160160	109
29102	109
5426	108
16705	108
25334	108
130385	108
13312	108
6860	107
44866	107
34548	107
48675	107
48724	107
54734	106
44878	106
28570	106
35609	106
7662	105
58426	104
5267	104
27364	103
77221	103
70017	102
13402	102
21585	102
69674	101
13336	101
13769	101
13337	100
141750	100
96890	99
21604	99
64895	99
121231	98
36888	98
70096	98
13196	97
22774	97
414027	97
64387	97
22223	96
67657	96
80251	96
35723	95
33915	95
33916	94
18390	94
66173	92
33887	91
34800	91
68034	91
58308	90
162368	90
34684	90
162720	89
69415	89
13351	89
50487	89
106409	89
22065	89
29245	88
13310	88
17357	88
15188	87
48903	87
22646	87
15068	87
138400	86
327	86
503	86
18525	86
1612	86
14483	85
71222	85
124232	85
21599	85
13236	85
27555	85
121266	84
46028	84
25171	84
292241	84
414030	84
27595	83
100430	83
48444	83
800	83
16946	82
36381	82
85583	82
84098	82
24357	82
2571	82
38839	82
16882	82
33909	81
17854	80
247960	80
44875	80
10680	80
766	80
32178	80
783251	80
147007	80
68338	80
53478	79
36378	79
34250	79
68872	79
28268	78
3375	78
52557	78
15988	78
60329	78
34071	78
75400	78
108923	78
10401	78
403	78
99460	78
4488	78
15929	77
38998	77
91225	77
28242	77
40752	77
13307	77
699	77
76242	77
70686	77
