artist_id	count
62191	806
96586	751
33662	689
27602	681
27783	678
30939	658
79024	656
61652	638
14845	632
6314	630
21478	629
18171	627
10943	624
4805	620
26984	617
4604	616
17067	606
52739	605
11248	595
15518	591
27204	591
119112	589
10773	588
3834	587
51012	585
18158	583
21582	579
18528	578
6765	578
10630	575
18353	573
20563	571
27266	569
65300	559
7783	558
30234	557
51148	557
18236	557
3005	556
12561	556
31786	556
36389	555
16797	554
100014	554
28503	554
10502	553
96595	553
29693	552
62868	551
25927	550
23135	549
13140	548
5636	548
12399	545
15850	545
17714	544
18025	544
14820	543
66175	543
47349	543
16305	543
66729	541
51717	537
12027	536
35369	536
4626	534
5666	531
21799	531
15915	530
44756	529
1314	529
43957	527
18814	527
17439	525
34923	525
21596	524
6906	523
4277	522
16662	522
5500	521
71339	520
20094	518
10917	518
43400	517
16777	517
11639	517
26149	516
26703	515
13926	515
2550	514
42235	512
13217	511
32999	510
5898	510
42077	510
23286	510
90660	508
15260	508
10431	506
1788	502
38735	501
4722	501
24600	501
4058	500
16496	499
12511	497
27353	497
42827	497
11707	497
12304	496
17701	495
67055	495
36196	494
18221	494
48244	494
46755	493
26938	492
10043	492
17484	489
16968	489
10648	489
18404	489
24597	489
6752	488
28353	487
71783	486
56341	486
51589	486
42830	484
17533	483
73781	483
9091	483
5093	482
19728	481
47389	480
3097	480
14680	478
21886	478
4476	477
16339	477
42299	477
3420	476
16394	476
10553	475
60089	475
18100	474
8887	474
65798	474
18854	473
7672	473
41787	472
24800	472
20603	472
45198	472
3449	471
12179	471
22439	470
17839	470
29181	470
13802	469
8648	469
11010	469
36809	468
17897	468
57395	467
211574	467
15579	467
53877	467
39105	466
73092	466
28850	466
53854	464
6041	463
39084	463
17033	463
32768	463
4876	461
17301	461
40419	460
48604	460
10739	459
43018	459
36790	457
36321	457
42563	457
5656	457
28329	457
12768	457
6483	456
55108	456
20035	455
54955	455
17619	455
38353	455
17663	455
27123	454
57986	454
7605	453
8699	453
17639	452
9667	452
86753	452
15684	452
37339	452
18481	452
10742	451
5246	451
68939	451
4371	451
24231	451
85881	450
103468	449
29640	448
43265	448
16768	448
78820	447
822	447
9685	446
12162	446
11083	446
24229	445
29957	445
1665	444
53132	443
4415	443
26432	442
2661	442
15875	442
5257	442
37619	442
43027	441
17988	441
2532	441
10946	441
3460	440
28120	440
33208	440
10972	439
99921	439
38361	438
39836	438
8503	438
60774	437
156799	437
20019	437
66759	436
52031	436
18817	435
20558	435
264671	435
40492	435
10764	435
59149	434
114457	434
904	434
78880	434
36587	434
21466	434
6073	434
65958	433
20497	432
25210	432
38397	432
4686	432
9715	431
13242	431
26798	431
28863	430
100434	430
18497	429
46471	429
98342	429
71474	429
43261	429
60606	429
38196	429
26255	428
18026	428
24102	428
7314	428
27062	428
4559	428
68937	428
7840	428
15435	427
17822	427
18367	427
121	427
4801	427
51149	427
9887	427
6862	427
34973	426
5178	426
60683	426
20374	426
47324	426
55122	426
67201	426
26035	426
59413	425
10385	425
18711	424
10774	424
8188	424
