artist_id	count
110394	810
145158	778
81504	696
28539	689
149983	656
3003	653
3070	651
2884	648
27950	635
17146	613
2256	611
19563	610
8498	597
27473	589
4610	588
7853	578
4897	578
1546	575
7293	574
7954	573
4594	560
53052	554
2872	549
59345	540
32421	540
29003	539
78052	537
4900	533
17643	533
2966	530
93195	529
28979	528
5752	528
3810	527
36515	522
7192	521
3006	518
161	512
22081	508
3255	508
62275	506
5524	504
11486	503
28984	502
3785	502
13135	493
7167	492
41098	492
39755	491
27102	488
15361	481
13996	480
27907	480
24082	479
20215	477
654	476
9996	474
19413	473
8042	471
5902	469
73045	468
3799	467
45360	466
8284	466
66842	462
1914	462
9589	462
64966	461
20542	461
16902	460
15920	459
10622	459
42977	457
5846	455
1693	454
1087061	453
27057	451
3034	450
7495	450
27435	447
5628	445
4660	444
44781	442
57972	441
20800	441
5748	440
18491	439
54656	438
9524	438
43411	436
10257	435
27446	434
2879	433
11415	432
60369	431
66908	431
19051	430
29459	428
38819	427
12119	426
73210	425
7033	425
39720	423
31342	423
4228	422
12311	422
182626	421
66568	421
25908	419
28266	419
17715	417
4411	415
55222	414
45974	412
8589	412
22379	410
24462	410
27916	408
12310	408
20487	408
65829	407
17244	406
2875	405
10626	401
8993	401
52263	400
69166	399
109780	399
43399	399
29963	396
39706	396
9412	395
36412	393
26038	393
1092227	393
5732	393
8582	392
16277	391
92615	391
27130	391
17919	389
12961	389
17491	389
30101	389
18098	388
9106	388
8079	387
199176	387
1675	386
10242	386
41046	386
352639	384
23187	384
144698	384
20314	383
16299	383
1329	383
38152	382
48918	382
18575	381
252602	381
10623	381
5001	381
16810	381
20095	381
43759	381
38374	380
29082	380
12363	379
54623	379
7821	378
23190	378
38050	377
66564	377
11403	377
10701	377
3648	377
9289	376
24488	376
4755	376
66728	375
16719	375
19625	375
16512	374
3671	374
1719	374
4053	372
75233	371
25203	371
49136	370
45684	368
72195	368
22794	368
2635	368
21053	368
5531	368
24933	367
26289	367
21148	367
40096	366
84426	366
30798	365
27060	364
6271	364
89289	364
634622	363
1663	363
65003	363
163509	363
9943	362
752781	362
82297	362
18254	362
25865	360
6142	360
7591	358
16871	358
65809	357
352640	357
8614	356
8643	356
10369	356
25366	355
16942	353
67316	353
20916	353
19099	352
74704	352
18106	351
8978	350
151	349
23916	349
5750	348
18750	348
3884	348
25476	348
86213	348
16310	347
477710	347
31376	347
25720	346
21429	346
27303	346
12152	345
5894	345
10535	345
11409	344
31033	343
36395	343
16685	343
20700	343
75389	343
19555	342
83855	342
53136	342
17712	341
11273	340
16417	340
17518	340
19457	340
5552	340
11078	339
28124	339
39858	339
6953	339
5820	339
33438	339
4906	339
39737	339
49824	338
15504	338
17645	338
27931	337
12936	337
3758	336
304209	336
65383	336
66845	336
12158	335
1764	335
4655	334
37945	334
10801	333
20284	333
69212	333
13134	333
2625	332
27754	332
6174	332
8429	331
53069	331
23956	331
8237	331
3001	331
17722	331
197823	330
71073	330
19271	328
115104	328
67420	328
68705	327
4354	327
12203	326
8052	326
7736	326
10805	325
15559	325
16229	325
66849	324
5243	324
1464	323
5123	323
2114	323
13913	323
4379	323
4571	322
16509	322
4831	322
10756	321
17024	321
3941	321
7430	320
104282	320
66844	320
18014	320
19962	319
29568	319
4895	319
19819	319
20561	318
3039	318
14629	318
39726	318
2115	317
3594	317
47143	317
4658	316
16756	316
22656	316
33615	316
39774	316
34831	316
78288	316
18228	315
21693	314
18827	314
6147	314
3155	314
8049	314
16686	314
21305	313
8068	313
5566	312
25178	312
28874	312
36302	312
49739	311
16368	311
3578	311
16270	311
32850	311
49357	311
38580	310
49386	310
3050	310
38468	310
309712	310
4374	310
65850	310
2919	309
4981	309
5972	309
27785	309
11907	309
17960	309
8632	308
42850	308
3773	308
49822	308
15825	308
130952	308
8591	307
65812	307
33801	306
5502	306
27790	305
25416	305
49203	305
36690	305
28727	305
17766	304
28006	304
152094	304
2740	304
18381	304
71341	303
33607	302
2953	302
17761	302
7824	302
32064	302
27879	301
31501	301
2877	301
1823527	301
28648	301
9889	301
66804	300
20918	300
49748	300
12334	300
105131	300
43051	299
2617	298
4545	298
6574	298
16209	297
7599	297
