artist_id	count
107973	925
58380	798
680560	746
3474	737
162487	699
24847	667
38865	662
5565	652
26805	649
6274	639
39645	628
36246	620
77578	618
7402	617
7860	617
7541	608
48702	605
31105	598
32159	595
42656	590
60820	589
48611	587
20231	587
100714	583
12357	583
52780	581
14729	577
10096	573
34320	572
9351	571
7983	566
68901	566
35931	565
21592	565
9407	565
8692	565
1028	564
925	563
7953	558
93343	558
96048	557
8916	557
8875	556
42325	556
2493	555
26936	553
42421	550
14797	550
60486	549
88586	547
81804	547
13587	545
30611	543
13497	539
56930	539
68311	536
2230	534
44197	533
23351	531
15186	531
9749	529
531	529
15412	528
58472	528
15153	526
30613	526
8778	522
47570	521
15863	521
119265	520
17433	519
9233	519
3891	518
15090	516
8994	516
7548	513
24288	512
15760	511
2006	511
9056	511
17705	510
8954	508
16919	508
5180	507
24363	506
14238	506
573	505
12546	504
59226	504
42425	503
15004	503
18116	503
42198	502
49322	502
118089	502
77736	502
49310	502
35865	501
51905	500
26990	500
5731	499
82575	498
3396	498
41229	498
98291	497
75679	497
39038	497
70112	496
57385	496
32243	496
133	495
22024	494
497	493
45404	492
15339	490
8682	489
389	488
36890	487
15131	484
41071	484
37751	483
41223	482
17592	482
12638	482
5684	481
17881	481
11272	477
7958	476
9479	476
8961	476
21093	476
59660	475
18726	474
2817	474
8724	474
43578	473
12458	472
73382	472
24589	472
4461	470
27277	470
150535	470
15144	470
62156	469
10865	469
10005	469
13613	468
36179	467
14058	467
8918	467
26233	465
19193	465
46650	465
39087	464
4661	464
28948	463
60185	462
22389	462
7542	461
32131	461
8650	461
54254	460
7578	460
14649	460
8772	459
8936	459
579	459
19197	459
8955	459
8557	458
11982	458
34502	458
36156	458
17504	458
95866	457
9886	457
20130	456
35345	456
112614	455
74934	455
10768	455
30753	455
39069	454
27556	454
22042	454
15526	453
111622	453
18939	452
32693	451
28925	451
8366	451
15276	448
12409	448
2175	448
23253	447
22054	447
34193	446
9414	446
25365	445
10377	445
4104	445
14747	445
253	445
56693	445
15448	444
29558	444
72706	443
22675	443
8552	443
8356	443
14529	443
63162	443
13277	443
40676	443
40344	442
9573	442
15066	441
