	artist_id
1602	106021
368	95284
54	83777
153	69070
320	65688
379	63911
16	58368
55	57744
289	57670
461	55932
46	54042
283	52547
27	49363
172	47543
140	46664
4206	46015
2353	45446
238	45001
2758	44103
2267	43882
1651	43487
32	43341
295	43203
362	42724
1648	42098
135	41367
99	41079
301	39908
424	38986
1339	38979
3	38009
85	37855
245	37790
137	37372
4115	37291
290	36993
7	36890
402	36233
129	35974
4	35621
1793	35614
350	35611
470	35275
425	34920
2442	34701
279	34379
499	34009
4112	33720
266	33565
185	33406
3019	32829
1358	32723
5619	32162
145	31569
2539	31178
1696	30664
141	30584
504	30451
1	30194
249	29968
1677	29039
4081	28534
1763	28371
4083	28194
2596	28191
691	28052
924	27838
2923	27225
2487	27007
4726	26942
132	26779
353	26684
1092	26658
1871	26327
3059	26166
2437	25948
93	25632
259	25517
171	25320
689	25252
52	25196
2940	24974
1998	24946
1671	24902
1807	24851
355	24732
67	24676
1514	24384
329	23927
330	23919
2562	23917
1705	23827
2549	23791
1680	23684
406	23654
1483	23384
4117	23381
2570	23347
1825	23206
2492	23193
405	23053
5215	22959
5175	22850
56	22740
1708	22735
6004	22648
43	22243
71	22082
6395	22070
3727	21981
79	21871
384	21812
163	21670
2988	21666
4175	21304
6138	21301
2266	21261
16900	21191
2824	20983
308	20561
3153	20450
1268	20336
3026	20258
29	19948
139	19938
1426	19669
520	19550
5349	19463
10611	19447
1958	19434
8	19402
203	19396
4207	19394
811	19358
3031	19358
3724	19251
1681	19212
365	19182
194	19106
840	18932
6230	18896
1666	18751
3095	18720
2563	18683
2354	18566
64	18503
248	18343
2478	18279
13	18219
6766	18096
2689	17937
3887	17836
7403	17780
4370	17715
7050	17660
438	17545
676	17532
351	17497
471	17471
2029	17421
3732	17351
722	17343
18	17323
4619	17173
4196	17101
6852	17099
844	17013
8649	16993
507	16925
48	16871
2932	16849
1760	16813
1700	16805
515	16799
489	16768
272	16685
75	16685
3730	16645
25	16623
1385	16586
5608	16559
6234	16524
3113	16389
278	16361
2732	16357
6256	16345
3136	16343
2111	16325
10140	16270
1551	16198
709	16167
2590	15977
3954	15968
3137	15927
4399	15924
1359	15882
1649	15873
2552	15871
467	15866
7990	15792
548	15789
4482	15734
421	15512
182	15484
4101	15483
3044	15452
4672	15434
1899	15362
361	15352
16888	15286
1873	15271
2123	15129
4398	15070
2694	15017
4609	15000
8039	14989
16308	14980
240	14842
482	14819
1664	14677
2726	14580
417	14526
6668	14506
3085	14412
4126	14321
8040	14315
1900	14311
1607	14298
4035	14260
10112	14242
3013	14221
3895	14202
6130	14192
3588	14188
269	14152
2730	14140
2768	14122
4890	14076
1947	14070
680	14053
453	14026
1894	14025
14088	14025
62	14021
9637	13974
508	13972
1703	13971
19	13964
2073	13862
16426	13859
1326	13789
1935	13733
2937	13729
16889	13720
16269	13712
57	13670
8696	13657
148	13585
391	13572
2733	13539
11266	13535
2822	13472
7904	13338
51	13314
14783	13232
4118	13204
2983	13166
543	13161
5842	13160
3975	13124
360	13092
334	13068
115	13067
37	13058
3916	12995
4091	12906
3027	12904
2603	12884
4692	12873
973	12872
3078	12815
2716	12753
6270	12723
3091	12693
6375	12662
6779	12645
3445	12523
6904	12469
184	12455
374	12445
2325	12437
4134	12432
2030	12429
416	12426
2821	12411
3731	12309
6249	12299
12	12292
89	12288
9718	12287
869	12240
2683	12230
1650	12181
8010	12149
9466	12142
3909	12132
2762	12131
9716	12122
2771	12101
3106	12006
7661	11981
991	11976
