artist_id	counts
53451	832
72664	528
72722	446
53468	435
72735	409
111661	390
229286	382
72662	381
114654	362
72688	336
6276	328
72669	324
53481	300
72675	297
13242	292
53818	292
29462	290
72760	289
53417	286
193414	285
72780	279
53526	275
105096	272
72655	253
459158	250
72668	247
107984	243
43285	242
80241	237
72670	234
72758	231
53466	229
53821	209
53333	206
162598	204
16974	204
10043	198
25362	187
3844	186
4599	181
190372	177
33386	177
72915	176
72771	174
53727	174
53513	170
10953	165
53329	164
6933	163
67709	162
72660	162
39722	160
53456	160
49811	158
55945	158
92469	156
93944	155
53728	149
45159	148
135105	140
361049	140
47143	140
17046	139
72741	139
72734	139
53729	136
79632	136
54094	135
3925	134
37160	132
25458	131
53686	130
42199	130
98907	128
34756	127
22675	127
16239	126
72728	121
179681	120
166303	118
10951	117
113179	117
45158	116
36561	116
72682	116
4615	112
870852	112
92460	112
92481	110
53430	110
232442	109
15239	108
72653	108
19051	108
4682	106
56066	106
39713	106
79811	105
3941	104
72676	103
72523	102
53743	101
39037	100
7853	100
303813	99
53449	99
112675	98
317237	98
161912	97
53452	97
15504	96
241476	96
25783	95
53836	95
42655	95
83969	94
26769	94
693441	92
133300	92
43283	91
35723	91
15030	91
72685	90
67543	90
33982	90
92447	90
278342	90
53052	88
82063	88
192023	88
53711	87
54582	87
149374	87
243456	87
10117	86
193600	86
135103	86
93942	86
215137	86
36838	85
148409	83
8918	83
79551	81
151670	81
72757	81
15442	80
84104	80
39218	79
361934	79
72770	79
17890	79
27785	79
75961	78
72723	78
5387	78
135034	78
38616	78
43292	77
32246	77
53800	77
190267	77
93951	77
27965	77
9578	77
89051	76
3070	76
95606	76
24976	76
3449	75
151671	74
55915	74
28366	74
53420	73
55994	73
72796	73
93724	73
81664	72
93800	72
24562	71
100078	71
40096	71
292936	71
93943	71
91556	71
96728	70
55107	70
65147	70
79819	70
53617	70
43334	69
92573	69
1179	69
72698	69
15997	69
116240	69
114673	69
103304	69
15210	69
205804	68
88663	68
