artist_id	counts
88586	944
60798	823
32045	745
60606	601
96595	496
53132	486
18669	480
81780	478
39836	465
45736	464
57968	460
67052	451
61141	444
43957	443
542324	437
67047	397
18660	390
28329	366
158487	366
130359	364
250013	364
53148	363
8748	360
66979	354
18664	353
48624	348
69155	345
130512	343
92211	341
93253	339
28749	331
29078	326
35976	326
41318	324
6103	323
39186	321
92346	318
5829	313
53136	311
57239	309
60858	305
38050	302
91951	300
58707	295
184703	294
96586	289
65328	287
3394	283
18853	282
216397	282
99302	272
36919	272
6269	264
6095	260
50765	257
18670	257
388451	257
25476	257
92000	254
43582	252
230564	250
67067	249
67048	249
51836	249
66991	248
96966	246
40631	245
161009	245
99309	237
57121	230
48234	228
52983	226
91916	224
175418	219
53258	219
184689	217
91369	216
53131	214
56693	214
57659	213
36236	212
67050	211
117807	210
18668	209
53140	207
18678	207
10383	207
35504	205
38468	205
52234	205
53078	203
217741	199
117886	196
52158	196
53149	195
44252	195
52399	193
25890	192
56738	189
19292	188
60945	187
26447	187
86716	186
57014	185
29230	185
118255	184
152393	183
42713	180
53086	180
85481	179
156962	178
116527	176
460101	174
18665	172
133103	168
27568	168
4717	168
53156	166
53244	166
47807	166
34436	166
39325	166
53199	165
892909	165
6858	164
53161	164
60558	160
20179	157
96903	157
48358	156
53549	156
60855	155
108617	151
31970	150
61203	149
32452	149
161936	148
96637	148
23467	147
78897	146
25611	144
688331	144
5581	143
91939	142
111372	142
60308	141
52031	141
43942	140
67049	140
17822	140
6309	140
56793	139
52905	137
48083	137
28637	137
53150	137
139896	136
148067	135
57272	135
53135	135
73373	134
37250	134
67799	133
92367	133
797	133
263607	133
212597	133
663663	132
41689	131
31280	131
57902	131
7468	131
2870	130
99247	130
137072	129
46091	128
57746	128
43442	127
53518	127
25241	127
51883	127
190404	127
96988	127
73050	126
257740	126
32550	126
175346	126
264671	125
137078	125
35681	124
60335	123
53153	122
96922	122
18662	121
18680	121
91857	120
124098	120
117743	119
20064	118
36266	118
