artist_id	counts
15698	1005
48721	938
107973	928
44878	912
35710	860
66729	857
41458	855
2856	853
24800	844
6937	828
21592	825
104470	807
145158	803
16919	798
115067	793
28850	792
43268	791
22065	789
70248	768
2872	767
81339	753
115104	746
39834	745
23593	745
67201	745
19784	743
32224	731
17439	729
14038	729
28331	728
111622	727
17795	722
5022	722
10096	721
59413	720
4058	720
27916	718
34728	718
15915	718
16777	717
15038	714
18025	710
67163	704
22223	703
114028	694
54955	691
16709	689
68006	689
22081	688
19091	687
10680	687
50281	685
68354	685
66982	682
50880	679
27950	679
21984	679
81789	678
16400	676
22438	675
4674	673
21604	673
114026	672
44018	669
22364	669
35376	668
6405	666
110394	666
88563	666
50946	665
12393	665
15260	661
16438	661
31059	660
3468	659
27879	658
14797	658
42850	658
18158	657
23128	657
42359	656
14896	656
106582	656
2850	655
64544	654
49095	652
14576	651
22513	648
16255	646
25365	645
17358	642
5568	642
35626	641
15004	641
25927	637
28925	637
16593	633
36196	631
17004	628
6419	627
60089	627
15090	625
15144	625
48412	625
15412	623
13232	623
18787	621
10991	621
18519	621
4683	620
2058	619
24229	618
18116	618
35661	617
20563	617
7271	616
14744	616
19563	615
42976	615
18726	612
15922	610
17146	609
9996	608
68705	608
10865	605
37339	605
59345	604
16719	604
13307	604
3376	603
9573	603
19664	603
5705	601
15245	601
2572	600
18389	599
73045	597
42827	595
49877	594
40419	592
10377	591
35751	591
30729	591
49907	590
23389	590
16508	590
82380	589
6765	589
18213	584
42662	584
28905	583
4641	580
108271	579
35756	578
22019	577
41223	576
50746	575
10866	575
20071	574
16756	574
16836	572
3834	571
28539	571
14777	570
14747	570
3313	570
16817	569
70112	568
35449	567
18229	566
87874	566
18522	564
9679	563
15276	563
13652	562
24600	562
13753	561
10360	560
15518	559
38839	558
24597	558
38722	557
17297	557
64387	555
13347	555
16125	555
26195	555
21488	555
3474	555
35375	555
5636	554
48548	553
24208	553
40662	551
29148	549
15337	548
21345	548
18367	548
23612	547
28411	547
