artist_id	counts
28021	403
28006	367
64966	354
28630	300
15560	241
118133	233
23481	230
13196	216
4234	202
14483	196
23214	184
28521	173
7021	171
28023	169
64933	163
33615	154
10905	154
28420	150
180713	148
372295	147
46577	144
92897	143
22702	142
163130	141
2884	141
23669	140
716176	135
16380	134
28984	132
57795	131
15333	130
10864	128
183654	126
5814	125
57149	124
26035	124
180726	121
71502	120
4221	119
210443	114
12385	114
27744	113
86451	109
79752	108
38661	105
7954	103
43419	101
41959	100
4255	100
39038	99
99086	99
28482	99
686229	98
33809	98
28372	97
39078	96
35741	96
5601	95
71073	93
42421	92
46576	91
39008	90
372306	89
27993	89
28038	89
217752	88
28013	88
20525	87
58132	87
13497	86
23498	86
34582	85
28029	85
752781	85
163141	83
12332	82
28218	82
15339	81
124192	81
11280	80
42268	80
122391	80
74219	79
50903	78
14632	78
74339	78
163125	78
16826	78
7507	78
30123	77
38667	77
10568	76
79707	76
1300	76
28011	75
74037	75
25708	74
16578	74
67646	74
18285	74
227012	73
28009	73
51306	72
133290	72
56726	72
636	71
28269	71
29957	71
25511	71
161420	71
317684	71
74825	71
23266	71
48045	71
4850	71
704096	71
1090777	70
70123	70
25202	70
7081	70
66891	70
5185	69
21300	69
5123	69
240233	69
44313	68
28315	68
2639	68
131874	68
28845	68
103180	68
3005	67
96578	67
16417	67
80587	67
21544	67
47717	66
180703	66
17490	66
17276	66
12203	66
25024	65
196919	65
647333	65
432223	65
42872	65
11892	65
21246	65
9096	65
76140	64
6194	64
50852	64
5093	64
42563	64
27515	64
12241	64
54190	63
319207	63
5308	63
11925	62
10773	62
78287	62
15723	62
32792	62
165361	62
10316	62
11767	61
44130	61
10665	61
59350	61
6357	61
6210	61
69664	61
50586	61
2935	60
42743	60
35932	60
94846	60
13126	59
1095398	59
136901	59
37199	58
484796	58
49673	58
23316	58
122080	57
10744	57
1095382	57
12923	57
111593	57
469162	57
76948	57
92245	57
12687	57
9421	56
4806	56
39802	56
10770	56
118917	56
21156	56
