artist_id	counts
118089	947
71802	798
33208	652
104486	604
104498	568
117856	568
32998	547
33751	520
51012	516
104174	498
88360	473
99002	441
32869	433
147742	414
116350	401
33484	362
32842	343
78201	338
104175	338
182794	317
99026	281
105074	276
16151	268
405852	268
147734	264
33559	263
21800	257
104799	256
95776	253
117855	251
280448	245
117861	245
103937	238
104172	233
99013	232
95584	222
122211	219
147768	218
104173	208
181774	203
117858	200
91605	196
117860	195
147799	194
104166	194
81991	190
235546	189
67672	175
263454	174
416515	174
147762	170
3620	169
182548	167
32843	165
235403	161
100130	159
182669	159
147732	158
182613	155
156528	149
296452	147
286278	146
235351	141
197873	141
99027	139
32739	137
33714	134
33716	133
32735	131
49965	128
147771	128
166840	127
876	126
446672	124
88666	123
280424	123
155269	122
34053	122
58202	119
182821	119
412658	118
17839	116
147725	115
245796	114
147708	113
328638	113
100	113
7033	111
147709	110
78033	108
104001	107
283386	106
108993	105
146483	105
16803	104
182539	102
128074	100
12611	98
75087	98
294868	98
446670	98
159323	97
322557	96
104695	95
522648	95
99046	94
25924	92
105132	92
39793	92
182833	92
209074	91
17643	90
15744	90
297740	90
104171	90
323	89
488366	88
7859	88
8699	87
669198	87
280432	87
63288	87
10267	87
328644	87
44538	86
96623	86
328741	85
33360	85
15678	85
9749	84
37126	83
412723	83
393565	83
171494	83
232386	82
32733	81
285363	81
15781	80
99978	80
75114	80
235578	80
208146	79
39181	79
416596	79
185677	78
50150	78
55490	78
181813	77
98998	77
122220	77
39084	77
104178	77
294954	76
32996	76
38395	75
245713	75
147717	75
104547	75
297746	75
125016	75
286303	75
95356	75
47846	74
14861	74
111010	74
104176	74
21817	74
165865	74
32991	73
57358	73
12027	73
118176	73
33760	73
50492	73
32734	73
238661	72
182610	72
66448	72
77317	72
140602	71
197875	71
18438	70
128630	70
104979	69
32989	69
1137993	69
72335	69
104839	69
681730	68
391571	68
370	68
129116	67
244900	67
669219	67
104519	67
36682	66
8616	66
222100	66
49111	66
446732	66
