	artist_id	count
0	1602	37234
1	368	36290
2	4115	31419
3	320	29875
4	137	28777
5	16	26177
6	46	24638
7	2267	24534
8	153	23997
9	499	23981
10	2758	21810
11	402	21474
12	27	21427
13	471	21139
14	55	20425
15	54	19848
16	3	19135
17	301	19134
18	135	18765
19	5619	17947
20	4166	17927
21	32	17910
22	461	16399
23	9637	15973
24	185	15671
25	245	15556
26	691	15512
27	362	15456
28	470	15271
29	289	15158
30	227	15053
31	330	14984
32	140	14857
33	2442	14717
34	238	14602
35	1648	14277
36	4112	14264
37	2353	14188
38	295	13994
39	139	13289
40	132	13180
41	283	12923
42	4091	12781
43	1677	12695
44	279	12626
45	71	12364
46	1651	12284
47	520	12187
48	3732	12175
49	1705	12165
50	2487	11953
51	350	11800
52	424	11759
53	3744	11590
54	425	11576
55	355	11446
56	2539	11398
57	2562	11380
58	351	11353
59	3327	11281
60	4546	11245
61	4035	11238
62	79	11221
63	4081	11074
64	99	11060
65	129	11035
66	57	11009
67	259	11000
68	6872	10974
69	9625	10965
70	1358	10915
71	9483	10889
72	282	10796
73	722	10678
74	924	10600
75	1696	10566
76	141	10501
77	347	10393
78	2923	10379
79	6004	10226
80	2596	10201
81	2478	10198
82	406	10142
83	1793	10046
84	504	9804
85	2932	9802
86	4117	9788
87	2029	9762
88	379	9679
89	4250	9544
90	9347	9544
91	3153	9506
92	353	9444
93	266	9412
94	7904	9350
95	248	9338
96	85	9297
97	844	9281
98	249	9235
99	1871	9208
100	4607	9164
101	172	9163
102	4126	9154
103	3727	9139
104	4118	9060
105	145	9047
106	1807	9018
107	290	8992
108	1825	8960
109	1774	8956
110	1998	8870
111	1339	8757
112	4206	8738
113	2988	8687
114	1680	8537
115	3311	8525
116	13715	8504
117	29	8502
118	438	8459
119	3129	8387
120	3031	8363
121	105	8334
122	4175	8195
123	4398	8165
124	4083	8144
125	3724	8117
126	3019	8104
127	4726	7919
128	2354	7874
129	2570	7864
130	869	7861
131	1703	7861
132	3136	7838
133	3026	7831
134	2111	7821
135	163	7812
136	2771	7799
137	4171	7735
138	1708	7718
139	2585	7656
140	329	7559
141	1664	7444
142	10004	7440
143	811	7438
144	114	7427
145	1671	7413
146	4006	7397
147	15830	7379
148	2711	7284
149	3137	7268
150	14088	7212
151	3138	7173
152	8852	7141
153	1700	7139
154	4038	7081
155	9718	7080
156	15437	7053
157	5174	7046
158	2868	7005
159	2986	7005
160	272	6993
161	1	6991
162	1763	6986
163	1760	6982
164	4692	6938
165	1483	6853
166	1514	6764
167	7339	6762
168	8920	6722
169	3106	6702
170	2610	6685
171	2552	6678
172	16900	6662
173	3059	6661
174	6852	6638
175	2266	6632
176	9642	6631
177	1873	6616
178	1666	6569
179	1144	6541
180	8314	6508
181	4558	6508
182	93	6501
183	4134	6394
184	5945	6391
185	689	6379
186	12986	6378
187	13	6358
188	2603	6358
189	4	6358
190	1426	6337
191	2726	6325
192	28156	6291
193	3013	6289
194	6130	6241
195	2437	6240
196	1915	6228
197	1092	6196
198	3263	6145
199	15642	6128
200	3940	6108
201	1935	6087
202	360	6085
203	18	6066
204	2123	6059
205	3095	6040
206	2863	6025
