artist_id	counts
65788	1051
58380	1015
57344	983
93195	973
13235	959
41071	937
93343	926
133830	922
5060	906
13407	896
135978	879
66016	840
65780	840
61652	837
58406	827
13276	826
10335	816
36198	803
58209	802
10718	800
110587	793
49067	793
14488	792
14225	789
57392	784
52879	777
57385	776
83221	771
61319	766
57837	765
53924	764
77736	758
80710	751
57395	750
14522	748
680560	747
48903	740
93764	739
93453	723
86554	719
73355	718
187615	701
58257	700
13889	678
61638	677
65773	675
13118	667
13394	661
57995	661
54084	658
93822	657
46403	646
218360	641
13967	636
54734	634
83568	634
26732	625
30613	612
46181	607
62398	605
28595	605
73161	595
156131	575
47567	573
59276	573
49570	572
13408	572
49133	569
58011	569
73781	566
58246	556
14254	555
140666	552
14395	550
61129	548
65795	545
9382	537
53978	536
58389	533
58308	532
40675	531
52920	519
14215	511
13520	511
119846	504
108567	504
63550	503
40246	503
63539	496
14477	496
10902	489
156799	487
40298	485
199524	484
113659	484
61403	483
58302	483
343	481
28802	480
93255	476
95698	476
121558	474
57880	473
93012	473
140213	472
14240	466
57754	464
9035	463
6849	461
14211	460
40961	459
7931	457
27151	456
21960	456
82575	454
18083	451
171620	451
133336	451
21111	450
93341	449
45800	447
93474	447
9407	447
37706	447
113111	445
83192	444
93267	440
148822	439
4977	437
35051	436
28553	435
60957	434
12499	433
57882	433
61222	433
37963	433
93796	432
58274	432
102939	430
66175	429
6877	428
27237	427
4655	426
21296	425
48998	424
50112	423
20997	422
57339	421
57479	421
80687	420
18151	420
8402	418
93011	414
21993	410
50241	410
18828	409
73631	409
49484	408
12458	407
10037	407
27528	406
13898	406
52886	404
58086	404
76774	402
118778	402
93584	401
57323	400
52900	397
57365	396
34180	396
13217	395
101263	393
93769	393
61249	393
77028	391
80686	391
8032	390
4263	389
49616	388
133345	386
100714	385
57320	384
62726	383
47349	382
144698	381
40200	381
9177	381
61623	381
58426	381
7926	380
93444	380
36707	375
26357	374
52938	372
88957	371
28268	370
93687	367
93235	365
13743	364
