artist_id	counts
49769	392
1002716	299
49948	292
80355	281
151962	250
57819	238
15435	225
58385	209
5784	202
80437	197
33066	197
36207	180
64974	165
57832	158
60938	158
61945	149
27166	148
80256	146
95866	144
1002698	140
6906	140
54785	139
80280	136
9886	136
2285	133
64145	132
15760	128
131241	126
8457	125
61596	124
74149	124
100880	122
95655	122
38878	121
348776	120
80352	120
25317	119
5266	119
80249	118
58315	117
52656	116
76242	116
80530	114
80251	114
60411	113
58193	113
173917	113
60937	107
20441	107
12012	107
57842	106
241359	106
49955	106
41803	105
88434	105
35016	105
173345	105
85693	104
55368	103
80268	102
25163	102
1002736	102
75400	101
18170	101
4049	100
153601	99
58180	98
5665	97
164318	97
12357	96
57452	96
91895	96
234975	96
10619	96
40981	95
162303	94
9351	93
8366	93
2493	93
8453	93
264026	93
635137	93
154785	92
43226	92
10420	92
76741	92
61346	92
192859	92
3656	92
15213	91
4770	89
3626	89
17600	89
64334	89
722297	89
80349	88
830	88
80252	87
16461	86
57322	86
7580	86
36851	86
19147	86
6380	85
38085	85
15966	85
124232	85
138400	85
50464	85
12642	85
9414	85
17785	85
220357	85
8916	84
173791	84
49330	84
58245	83
3396	83
60941	83
40900	83
8437	83
17931	82
11137	82
6654	82
16304	82
52044	82
62273	82
31160	81
17312	81
79077	81
2283	81
172982	81
173483	81
220158	80
18179	80
138280	80
124321	80
64213	79
35705	79
7544	79
108597	79
230608	78
29771	78
5058	78
207227	78
232010	77
33207	76
10648	76
57671	76
42198	75
136973	75
1745	75
33735	75
52086	75
138475	75
8727	75
69648	75
20130	75
12882	75
77336	75
7911	74
12444	74
58472	74
18993	74
8459	74
162268	73
11158	73
8519	73
124231	73
55189	73
10984	73
103308	73
90951	72
12209	72
56434	72
7444	72
118414	72
246793	72
66181	72
102708	72
38397	71
52977	71
44270	71
56772	71
55741	71
46528	71
38945	71
1002733	71
108509	71
100054	70
71804	70
18075	70
18767	69
68757	69
9016	69
6298	69
497	69
54429	69
8626	69
34560	69
