	artist_id	count
0	1602	137670
1	368	121846
2	55	121455
3	320	100264
4	54	97870
5	301	95101
6	46	94303
7	153	93761
8	4115	87974
9	283	85860
10	27	82192
11	470	81455
12	1339	80064
13	135	70971
14	171	70578
15	402	70219
16	172	67549
17	32	67521
18	1648	66870
19	3	66765
20	137	66222
21	289	65706
22	99	60412
23	71	59785
24	85	59084
25	2758	58764
26	4081	58106
27	249	58091
28	504	57664
29	8	57635
30	1	57430
31	691	55961
32	245	55727
33	438	55634
34	471	55268
35	362	54576
36	461	53397
37	43	52005
38	1677	51887
39	924	51882
40	140	51513
41	2353	50494
42	330	50465
43	7	49520
44	6395	49373
45	139	48900
46	141	48746
47	425	48627
48	1514	48462
49	185	48190
50	5619	48095
51	1092	47692
52	266	47628
53	279	47498
54	129	47274
55	499	46904
56	3026	46638
57	295	46541
58	379	45013
59	93	44082
60	689	43842
61	57	43143
62	355	43137
63	1705	43022
64	353	42432
65	5608	41835
66	1696	41658
67	1426	41607
68	227	41418
69	4112	41215
70	6852	41127
71	248	40874
72	1358	40527
73	25	40291
74	16	40245
75	4207	40230
76	1651	39069
77	1793	38765
78	2267	38349
79	52	38269
80	4206	37923
81	67	37893
82	13	37691
83	182	37609
84	9718	37333
85	7403	36970
86	2923	36856
87	56	36430
88	238	35707
89	2539	35486
90	145	35382
91	7904	35294
92	365	35084
93	406	35003
94	132	35003
95	79	34722
96	2988	34082
97	424	33688
98	4083	33599
99	8040	33497
100	290	33313
101	3732	33295
102	384	33169
103	405	33027
104	4	33003
105	2442	32574
106	3915	32530
107	4091	32431
108	6004	31827
109	163	31781
110	360	31521
111	166	30986
112	59	30847
113	1680	30791
114	1703	30775
115	374	30670
116	3137	30625
117	4175	30549
118	2824	30546
119	1666	30502
120	2492	30354
121	2558	30329
122	2478	30295
123	3019	30108
124	4482	30094
125	1763	29861
126	2694	29640
127	1483	29628
128	51	29302
129	326	29188
130	347	29175
131	686	29120
132	5215	29107
133	28	29053
134	2266	28985
135	14528	28830
136	1935	28647
137	1807	28643
138	3916	28429
139	2487	28228
140	3909	28005
141	4672	27986
142	2570	27878
143	2549	27863
144	13715	27775
145	114	27492
146	33	27393
147	2590	27382
148	1871	27380
149	350	27260
150	29	27164
151	10028	27157
152	4726	26943
153	3954	26922
154	4171	26914
155	1671	26599
156	4117	26481
157	1996	26429
158	2596	26416
159	1998	26309
160	1958	26231
161	6766	25823
162	184	25545
163	16900	25533
164	429	25458
165	2986	25395
166	3744	25375
167	8891	25328
168	105	25320
169	840	25222
170	383	25114
171	9557	25078
172	421	25055
173	1894	24847
174	508	24689
175	6872	24672
176	8852	24619
177	3031	24435
178	2563	24429
179	3113	24386
180	2437	24017
181	203	23941
182	3044	23822
183	1873	23723
184	2354	23723
185	5818	23637
186	3960	23506
187	2821	23480
188	9716	23336
189	3059	23301
190	148	23281
191	89	23261
192	8853	23239
193	3013	23141
194	64	23113
195	4118	23107
196	169	23083
197	4126	23062
198	520	22938
199	467	22920
200	1900	22897
201	3727	22848
202	361	22804
203	8039	22785
204	45	22766
205	14088	22763
206	14596	22756
207	329	22730
208	36	22660
209	872	22504
210	4035	22385
211	194	22226
212	9637	22088
213	2554	21970
214	3724	21915
215	8890	21872
216	4134	21846
217	3095	21791
218	7644	21743
219	3327	21673
220	3085	21552
221	1760	21548
222	13719	21412
223	445	21313
224	278	21266
225	2029	21240
226	240	21215
227	6234	21199
228	4558	21142
229	38	21136
230	2937	21112
231	13243	21061
232	9178	21002
233	2562	20883
234	2733	20763
235	417	20719
236	3975	20703
237	3895	20642
238	676	20634
239	259	20552
240	453	20546
241	2768	20535
242	308	20480
243	8696	20314
244	3966	20287
245	2030	20120
246	6773	20106
247	37	20087
248	69	20034
249	5842	20004
250	416	19923
251	9529	19906
252	115	19894
253	146	19882
254	489	19875
255	4370	19864
256	1650	19825
257	15830	19756
258	2111	19690
259	482	19622
260	16888	19543
261	3311	19534
262	6205	19527
263	548	19513
264	281	19470
265	2603	19468
266	722	19387
267	4005	19271
268	3263	19260
269	2822	19219
270	5378	19028
271	12	18955
272	7334	18906
273	6183	18841
274	4398	18773
275	4250	18761
276	6779	18722
277	578	18508
278	13285	18487
279	515	18481
280	29089	18461
281	272	18460
282	243	18419
283	14718	18359
284	2868	18250
285	2866	18219
286	1700	18127
287	7395	18001
288	1268	17970
289	1825	17941
290	1664	17927
291	2073	17897
292	3661	17889
