	artist_id	count
0	153	15452
1	2353	9130
2	79	7137
3	368	6918
4	4	6810
5	2923	6200
6	27	5958
7	1602	5851
8	5619	4297
9	46	4236
10	461	4050
11	1648	3927
12	25	3891
13	4081	3835
14	1651	3806
15	7	3572
16	184	3549
17	3	3489
18	17352	3409
19	14783	3380
20	4115	3372
21	13285	3361
22	499	3319
23	32	3283
24	471	3257
25	2758	3234
26	425	3227
27	4134	3214
28	13715	3200
29	289	3196
30	99	3146
31	320	3143
32	2478	3070
33	55	3058
34	245	3032
35	2442	2950
36	1671	2904
37	3311	2886
38	4370	2853
39	14134	2847
40	135	2819
41	691	2746
42	1705	2716
43	283	2700
44	2732	2629
45	9113	2614
46	1696	2566
47	3085	2517
48	470	2508
49	129	2488
50	8920	2486
51	54	2477
52	330	2473
53	2539	2462
54	140	2456
55	185	2412
56	402	2411
57	10101	2380
58	141	2380
59	438	2338
60	3727	2327
61	4117	2294
62	4250	2293
63	51	2279
64	9481	2273
65	3837	2267
66	1990	2256
67	3434	2254
68	4083	2241
69	3059	2218
70	4206	2204
71	13757	2173
72	4118	2127
73	9637	2126
74	9569	2120
75	290	2118
76	520	2118
77	85	2106
78	15236	2090
79	1666	2089
80	2940	2088
81	9178	2066
82	301	2063
83	227	2034
84	4175	2021
85	132	2008
86	13697	2006
87	8852	1979
88	71	1933
89	1793	1925
90	6872	1923
91	351	1918
92	3744	1896
93	504	1890
94	1763	1846
95	11109	1845
96	14020	1834
97	41726	1830
98	1708	1827
99	2694	1817
100	3137	1797
101	96363	1789
102	3653	1788
103	1483	1785
104	12151	1785
105	171	1773
106	2824	1753
107	2584	1752
108	1873	1737
109	3031	1736
110	25150	1724
111	4126	1713
112	924	1712
113	146	1704
114	238	1685
115	14900	1685
116	5175	1677
117	47	1675
118	14794	1668
119	248	1663
120	2907	1649
121	3724	1647
122	1700	1640
123	362	1638
124	2029	1633
125	12718	1618
126	6004	1615
127	279	1613
128	13199	1607
129	543	1593
130	14858	1587
131	295	1570
132	8389	1570
133	137	1569
134	15128	1566
135	2555	1558
136	1650	1556
137	1677	1555
138	3128	1552
139	16900	1543
140	10183	1540
141	4609	1538
142	2596	1526
143	70938	1526
144	10704	1526
145	16	1525
146	7334	1522
147	2354	1521
148	18	1517
149	3954	1516
150	2937	1507
151	12	1505
152	1996	1499
153	6395	1499
154	1969	1498
155	180	1493
156	46878	1481
157	18899	1477
158	240	1467
159	4757	1465
160	16825	1459
161	139	1448
162	7488	1448
163	105	1440
164	1998	1440
165	2200	1436
166	63276	1423
167	15437	1405
168	15076	1395
169	3750	1380
170	4726	1371
171	8890	1370
172	38536	1364
173	4692	1355
174	4672	1348
175	9037	1330
176	17325	1322
177	5842	1317
178	494	1310
179	26461	1307
180	4186	1301
181	17497	1288
182	28852	1283
183	93	1279
184	17421	1278
185	14806	1278
186	2991	1275
187	6668	1273
188	7990	1273
189	45	1269
190	360	1266
191	3129	1264
192	3026	1263
193	13286	1255
194	17127	1253
195	15010	1245
196	16717	1242
197	8450	1241
198	26844	1241
199	4006	1233
200	16888	1232
201	872	1231
202	2267	1228
203	3415	1224
204	424	1224
205	203	1217
206	42072	1211
207	2266	1210
208	56186	1199
209	3751	1194
210	6100	1194
211	2994	1188
212	3722	1186
213	17842	1185
214	58525	1182
215	2762	1178
216	29	1176
217	1843	1175
218	1358	1169
219	3732	1167
220	507	1155
221	3263	1150
222	4005	1143
223	170925	1143
224	4259	1131
225	4112	1130
226	11266	1126
227	83820	1126
228	2868	1117
229	7295	1116
230	14995	1115
231	3730	1110
232	16447	1110
233	3327	1106
234	1359	1105
235	3004	1099
236	13917	1097
237	9483	1097
238	4127	1097
239	2792	1097
240	2768	1097
241	13631	1097
242	10112	1095
243	40146	1089
244	4035	1089
245	4343	1088
246	6230	1085
247	416	1083
248	548	1080
249	11110	1079
250	869	1079
251	7904	1077
252	124626	1074
253	1825	1070
254	2030	1067
255	46469	1063
256	18334	1062
257	58507	1060
258	259	1059
259	17504	1057
260	4044	1054
261	19805	1039
262	709	1038
263	3895	1037
264	2487	1032
265	190	1032
266	4890	1028
267	6852	1026
268	9220	1022
269	7337	1018
270	6045	1017
271	13635	1017
272	335	1014
273	2656	1014
274	15146	1007
275	15385	1003
276	3960	1001
277	1092	999
278	2863	994
279	2590	992
280	9892	983
281	15949	978
282	23865	978
283	549	977
284	3019	971
285	3424	971
286	89	963
287	14841	961
288	3975	955
289	2111	955
290	482	951
291	168	947
292	5046	942
293	145	942
294	406	941
295	3095	938
296	4162	937
297	4161	936
298	722	934
299	473	934
300	20118	933
301	1312	933
302	1711	930
303	6256	926
304	41458	926
305	4114	924
306	27500	924
307	28077	924
308	16305	923
309	1760	921
310	17475	916
311	1947	913
312	3254	912
313	2000	912
314	1792	908
315	405	908
316	2673	907
317	40433	907
318	2974	906
319	2988	899
320	2588	898
321	10179	894
322	3670	893
323	5215	890
324	3096	889
325	8696	883
326	2751	883
327	2603	882
328	4636	879
329	2705	876
330	43399	873
331	10004	872
332	2926	866
333	163	865
334	6031	865
335	2570	864
336	114	863
337	329	863
338	14088	860
339	2729	860
340	266	859
341	3153	859
342	15730	858
343	59059	858
344	9701	855
345	10140	849
346	9804	847
347	172	842
348	347	841
349	3864	837
350	18991	835
351	18768	834
352	5396	829
353	58980	825
354	6766	824
355	1807	824
356	1703	821
357	5031	820
358	115	818
359	8853	816
360	8988	816
361	364657	814
362	3013	814
363	3887	814
364	4227	813
365	217	812
366	4696	810
367	7255	809
368	3113	809
369	3940	809
370	1670	809
371	6199	805
372	31458	805
373	95482	800
374	2821	800
375	355	797
376	14596	792
377	515	791
378	3669	790
379	40383	788
380	23828	788
381	16740	787
382	3599	786
383	350	785
384	7031	783
385	3821	782
386	13719	781
387	56	780
388	11242	780
389	53069	778
390	131	776
391	344556	776
392	8	776
393	421	775
394	1900	775
395	18771	775
396	15995	773
397	57	764
398	21266	763
399	200	762
400	1935	760
401	3316	758
402	489	755
403	2771	755
404	2214	751
405	8821	750
406	14718	747
407	13066	746
408	26030	745
409	5504	744
410	7505	743
411	67	741
412	13	741
413	2968	737
414	701043	736
415	86	734
416	41588	732
417	27188	731
418	9716	730
419	840	729
420	9466	725
421	15714	725
422	2616	723
423	4579	723
424	8010	723
425	46862	721
426	35992	720
427	26747	715
428	13231	715
429	2073	715
430	4603	715
431	52	712
432	7993	709
433	2986	706
434	88633	706
435	148	706
436	4128	705
437	361	705
438	2733	704
439	2567	703
440	5176	703
441	168827	701
442	9064	700
443	7403	699
444	2706	698
445	15155	696
446	34478	690
447	11732	689
448	18173	686
449	2716	686
450	2778	685
451	56003	685
452	3349	684
453	75	683
454	58917	683
455	4166	683
456	314	681
457	3935	678
458	2558	677
459	45913	676
460	58682	674
461	4834	673
462	7272	669
463	9060	666
464	2563	665
465	3138	659
466	62478	659
467	2767	659
468	2437	658
469	25094	655
470	69	653
471	2782	652
472	5378	652
473	6130	649
474	15098	648
475	1681	648
476	765	647
477	43	647
478	9313	646
479	9518	645
480	4752	644
481	9718	643
482	6270	640
483	43796	639
484	2943	639
485	326	633
486	391	630
487	7330	629
488	102337	629
489	481	629
490	21909	628
491	139124	627
492	17547	627
493	58910	626
494	1426	625
495	15217	623
496	58529	621
497	20655	618
498	1891	618
499	14871	617
500	18175	616
501	508	613
502	249	612
503	272	609
504	2866	608
505	2549	608
506	7291	607
507	2123	605
508	10874	603
509	334	602
510	1268	602
511	13633	600
512	676	599
513	35351	598
514	6020	597
515	3659	594
516	4056	594
517	58727	593
518	156007	592
519	16452	591
520	5884	591
521	15248	590
522	8891	589
523	184645	587
524	59020	586
525	15192	584
526	23831	584
527	9511	584
528	13630	581
529	16258	580
530	56336	580
531	4122	578
532	27827	578
533	23388	577
534	7050	577
535	14998	577
536	1	575
537	15001	574
538	11108	573
539	9516	573
540	3974	572
541	82289	572
542	14839	572
543	5821	571
544	10027	571
545	11269	569
546	2993	567
547	9944	567
548	578	567
549	18353	564
550	26172	564
551	17538	564
552	282	563
553	4171	562
554	4033	561
555	16574	561
556	2492	561
557	88	558
558	6904	558
559	3079	558
560	172993	557
561	14782	556
562	41271	554
563	4668	553
564	3199	552
565	14769	551
566	1366	550
567	15116	550
568	18248	549
569	15104	549
570	12381	547
571	9430	545
572	59	545
573	1459	545
574	4600	542
575	2788	541
576	23741	541
577	308	540
578	34695	540
579	3200	540
580	29034	539
581	15614	537
582	6844	535
583	19020	532
584	2638	531
585	9560	531
586	16775	531
587	155	530
588	4100	530
589	17503	529
590	277	529
591	13037	529
592	4247	527
593	9179	526
594	9487	526
595	9529	526
596	16428	525
597	6111	525
598	8039	524
599	4010	524
600	2748	523
601	15003	522
602	3433	522
603	4307	520
604	5613	519
605	55201	519
606	36	519
607	10072	518
608	20	518
609	64	518
610	16473	517
611	1958	517
612	9766	515
613	2789	515
614	40566	513
615	2730	513
616	4084	512
617	1789	509
618	2562	509
619	2355	509
620	21160	509
621	13522	509
622	10707	508
623	50556	508
624	5945	508
625	43306	506
626	4619	504
627	3253	504
628	2552	504
629	73	499
630	5616	499
631	374	498
632	90757	498
633	27898	497
634	96	495
635	182	495
636	20810	495
637	58941	494
638	68111	492
639	4164	491
640	4101	489
641	3089	488
642	4482	488
643	9915	487
644	8662	487
645	913	486
646	12986	485
647	17227	485
648	9910	484
649	16881	484
650	19954	484
651	40359	483
652	4377	483
653	59053	483
654	7058	483
655	22786	482
656	3010	482
657	26034	479
658	5284	479
659	9660	478
660	10711	477
661	4038	477
662	207	476
663	10031	476
664	3076	476
665	11284	475
666	9933	475
667	4366	475
668	17407	473
669	12441	473
670	811	473
671	18754	472
672	3149	471
673	20934	471
674	4584	469
675	32732	469
676	255744	469
677	5250	468
678	58726	468
679	5192	468
680	3739	467
681	14305	467
682	35650	465
683	8132	464
684	3380	464
685	3027	463
686	1795	463
687	18273	462
688	3690	462
689	6379	461
690	978	461
691	379	460
692	197276	459
693	11254	457
694	8773	457
695	33	455
696	40435	455
697	15004	454
698	1899	454
699	4621	453
700	35865	453
701	2362	452
702	38	451
703	5384	451
704	15716	450
705	2648	450
706	13632	450
707	2925	449
708	46561	449
709	262	449
710	42512	448
711	26009	448
712	5833	447
713	462	446
714	22923	443
715	5701	443
716	16362	443
717	9485	442
718	10524	441
