	artist_id	count
0	320	11254
1	10140	7960
2	54	7682
3	153	6953
4	368	6742
5	1602	5894
6	4115	5894
7	141	5406
8	32	5295
9	402	5288
10	16	5043
11	86346	5022
12	238	4928
13	15487	4841
14	4726	4817
15	99	4744
16	362	4649
17	470	4630
18	88586	4474
19	1696	4370
20	691	4332
21	216397	4285
22	4377	4094
23	269	4037
24	266	3960
25	2029	3950
26	301	3871
27	26069	3841
28	461	3840
29	279	3818
30	55	3764
31	19740	3746
32	163	3709
33	290	3672
34	1677	3637
35	135	3589
36	27	3538
37	4081	3472
38	145	3438
39	46	3414
40	13789	3311
41	1705	3258
42	2111	3254
43	60798	3170
44	3019	3164
45	330	3051
46	172	2993
47	139	2989
48	2492	2965
49	2763	2961
50	1339	2960
51	1651	2954
52	1092	2933
53	75	2914
54	2758	2853
55	32045	2792
56	81780	2699
57	5573	2667
58	245	2654
59	4609	2618
60	2487	2565
61	140	2551
62	405	2473
63	1793	2463
64	2920	2445
65	2988	2442
66	1763	2423
67	4732	2422
68	7463	2414
69	4112	2411
70	295	2407
71	51423	2359
72	2030	2352
73	39836	2348
74	2173	2318
75	7256	2302
76	425	2273
77	10518	2261
78	259	2261
79	504	2233
80	3415	2230
81	3013	2226
82	1666	2202
83	6378	2202
84	8748	2199
85	329	2198
86	5175	2181
87	15065	2146
88	2977	2140
89	326	2139
90	542324	2137
91	289	2119
92	10977	2075
93	3732	2075
94	65563	2074
95	53080	2049
96	1358	2028
97	424	2023
98	49900	2021
99	9529	2010
100	53132	2001
101	100368	1997
102	6288	1991
103	4170	1976
104	460101	1957
105	8671	1931
106	283	1929
107	3954	1928
108	105	1927
109	924	1924
110	132	1918
111	2442	1861
112	114	1858
113	1935	1826
114	1871	1820
115	18672	1819
116	272	1805
117	3079	1805
118	19645	1799
119	129	1781
120	520	1774
121	96595	1770
122	2986	1767
123	355	1761
124	249	1754
125	1825	1748
126	1680	1736
127	379	1735
128	39317	1726
129	515	1720
130	4	1719
131	3091	1718
132	3	1718
133	4207	1712
134	16425	1707
135	2730	1704
136	26719	1687
137	2267	1686
138	2558	1684
139	5412	1683
140	2689	1673
141	6199	1664
142	2552	1662
143	10523	1659
144	6234	1634
145	34436	1610
146	10121	1597
147	10987	1591
148	2596	1588
149	1359	1576
150	29	1575
151	3394	1567
152	23182	1561
153	4978	1560
154	3327	1559
155	11135	1557
156	41318	1547
157	620	1546
158	4399	1544
159	28749	1524
160	558	1515
161	2990	1504
162	2590	1503
163	350	1496
164	2481	1489
165	844	1479
166	15903	1479
167	240	1479
168	3153	1479
169	3724	1479
170	3311	1472
171	1998	1465
172	3085	1464
173	3026	1464
174	1268	1460
175	1366	1459
176	7	1458
177	2437	1458
178	130512	1457
179	6230	1457
180	79	1455
181	5255	1453
182	2478	1448
183	3846	1438
184	9488	1437
185	2683	1435
186	32518	1434
187	1649	1434
188	3663	1426
189	1648	1425
190	57659	1423
191	137	1405
192	16889	1393
193	5215	1391
194	185	1383
195	4083	1377
196	2932	1372
197	85	1370
198	3113	1366
199	38470	1363
200	2824	1361
201	1	1343
202	1426	1340
203	6130	1328
204	6395	1325
205	28	1324
206	3960	1322
207	4035	1319
208	40255	1317
209	2731	1316
210	5973	1306
211	495	1291
212	5619	1291
213	365	1285
214	7212	1278
215	3349	1278
216	20047	1277
217	17444	1265
218	3095	1264
219	360	1258
220	5378	1257
221	10112	1254
222	797	1254
223	7663	1254
224	28329	1250
225	99302	1246
226	471	1246
227	217	1243
228	14088	1243
229	5833	1241
230	34891	1239
231	7895	1238
232	184	1238
233	1671	1237
234	989	1235
235	6004	1220
236	1466	1218
237	2508	1218
238	353	1217
239	453	1212
240	2123	1209
241	4890	1202
242	2436	1198
243	2266	1193
244	38665	1190
245	38635	1188
246	2567	1186
247	67	1173
248	2587	1169
249	1899	1168
250	48358	1167
251	380	1166
252	3253	1164
253	1650	1163
254	3078	1159
255	4135	1159
256	13	1147
257	6103	1145
258	9637	1136
259	5829	1131
260	53148	1129
261	18669	1118
262	4558	1117
263	4096	1116
264	3916	1113
265	3751	1107
266	313398	1107
267	16900	1098
268	1514	1097
269	58707	1089
270	3887	1063
271	499	1062
272	56738	1059
273	57968	1056
274	61141	1055
275	35976	1052
276	10383	1050
277	65328	1046
278	1760	1040
279	1894	1039
280	148	1039
281	67052	1038
282	29078	1034
283	60606	1032
284	9701	1030
285	69155	1028
286	406	1026
287	6282	1026
288	43	1025
289	3727	1024
290	190	1023
291	5397	1019
292	14572	1015
293	3837	1015
294	74	1012
295	4117	1012
296	2771	1006
297	3027	1004
298	156	1001
299	17289	998
300	1900	996
301	14596	996
302	57	996
303	93	995
304	71	991
305	6294	987
306	18909	982
307	27223	977
308	38050	976
309	5046	970
310	10179	969
311	5305	967
312	48234	964
313	2954	962
314	36	960
315	3031	957
316	5842	955
317	1588	949
318	2980	945
319	200	943
320	5658	942
321	1016010	940
322	43957	937
323	154	937
324	17527	933
325	2556	932
326	722	932
327	6904	931
328	3847	928
329	6278	928
330	1708	927
331	53518	923
332	18818	921
333	3263	920
334	869	920
335	19979	919
336	3129	917
337	840	916
338	115	916
339	130359	916
340	25	914
341	158559	912
342	3316	909
343	1703	904
344	73050	904
345	3008	901
346	5974	897
347	6304	895
348	4600	895
349	3717	893
350	3721	893
351	64	890
352	229	883
353	3059	881
354	2562	880
355	17095	879
356	45736	874
357	93253	873
358	28657	873
359	8	870
360	30346	868
361	680	866
362	28314	864
363	26136	863
364	230564	860
365	103273	856
366	34480	856
367	328065	855
368	1459	854
369	417	853
370	64739	852
371	1807	851
372	4692	849
373	92211	848
374	27500	848
375	17349	847
376	28637	845
377	2735	845
378	2821	842
379	5616	841
380	2354	840
381	18664	840
382	24347	838
383	3739	835
384	1804	835
385	3131	834
386	609	834
387	391	834
388	9518	830
389	27294	829
390	548	826
391	67047	825
392	6040	824
393	28818	821
394	416	820
395	40755	820
396	567	819
397	18853	819
398	22741	816
399	60858	815
400	4134	815
401	15168	813
402	37768	809
403	9466	809
404	25521	808
405	137078	805
406	1873	804
407	4398	803
408	22716	803
409	57239	802
410	4619	802
411	10611	801
412	4441	801
413	15098	798
414	1607	798
415	1682	797
416	96966	797
417	6270	795
418	4727	793
419	2768	793
420	3690	790
421	6668	790
422	4118	786
423	243	786
424	4165	784
425	2648	783
426	2782	782
427	127	781
428	5574	781
429	4127	781
430	39186	779
431	52983	778
432	18660	777
433	689	776
434	3650	775
435	56	773
436	73	772
437	2563	768
438	16078	768
439	2539	768
440	347	768
441	2353	768
442	5336	765
443	6379	764
444	92346	762
445	44252	759
446	336	758
447	16717	757
448	57014	754
449	439	754
450	4596	752
451	11249	749
452	585	749
453	4126	744
454	2073	743
455	6375	739
456	45	737
457	513	737
458	2757	736
459	438	736
460	227	733
461	12151	728
462	230008	727
463	6421	726
464	52399	724
465	2694	724
466	53258	724
467	8889	723
468	17408	721
469	10398	721
470	5174	720
471	7032	718
472	4206	716
473	15003	716
474	2325	715
475	2505	713
476	1701	712
477	78912	711
478	4721	711
479	4573	710
480	11242	708
481	4370	707
482	501	705
483	207	705
484	35709	704
485	407	703
486	4780	703
487	15825	701
488	86	700
489	2789	698
490	6195	697
491	37376	696
492	421	695
493	3750	694
494	24866	694
495	987	693
496	1664	691
497	4748	690
498	7833	688
499	43582	687
500	4111	687
501	551	685
502	11179	685
503	9944	685
504	4397	680
505	122	678
506	28289	677
507	9486	677
508	2604	675
509	53149	674
510	7904	673
511	3055	672
512	248	671
513	184703	669
514	5476	668
515	48624	668
516	4091	667
517	22562	666
518	3915	666
519	99268	665
520	2925	664
521	3722	662
522	4965	660
523	52234	660
524	4056	659
525	273	659
526	17316	659
527	42434	657
528	158487	657
529	374	656
530	7395	656
531	10072	655
532	1700	655
533	8821	655
534	185939	654
535	6183	652
536	26447	651
537	2866	650
538	1978	649
539	11952	648
540	757	648
541	15248	647
542	57121	645
543	1491	645
544	1674	645
545	3744	645
546	761	644
547	5102	643
548	51139	643
549	319	642
550	22811	642
551	133520	642
552	10822	641
553	32061	640
554	5745	640
555	811	638
556	7505	637
557	3318	636
558	634	634
559	1690	634
560	66979	633
561	3975	632
562	2610	632
563	4092	628
564	6138	626
565	2322	625
566	2846	624
567	5870	622
568	6095	622
569	10528	622
570	3974	621
571	17542	621
572	3850	621
573	2810	619
574	35681	618
575	4696	617
576	35204	617
577	18	617
578	2214	617
579	2072	615
580	22468	615
581	51836	613
582	175418	613
583	14033	612
584	6269	611
585	6045	611
586	530	610
587	278	609
588	145197	609
589	4967	608
590	8186	606
591	27155	602
592	250013	602
593	19708	601
594	73024	601
595	12419	600
596	429	600
597	10024	598
598	72379	598
599	543	597
600	8040	597
601	1483	597
602	82179	595
603	808	595
604	28572	594
605	1551	593
