	artist_id	count
0	171	6276
1	2353	4380
2	2585	3583
3	429	3544
4	1602	3473
5	52	3472
6	27	3350
7	2487	3107
8	368	2858
9	203	2784
10	54	2771
11	99	2708
12	1793	2494
13	7403	2452
14	55	2345
15	470	2343
16	2694	2279
17	85	2225
18	836	2116
19	266	2078
20	172	1896
21	402	1894
22	129	1884
23	1648	1842
24	2758	1815
25	1677	1803
26	245	1793
27	365	1785
28	34447	1739
29	4115	1656
30	3724	1613
31	4112	1607
32	61898	1595
33	4619	1590
34	33556	1590
35	1358	1589
36	259	1571
37	53459	1560
38	65034	1559
39	59	1549
40	7644	1524
41	461	1506
42	6067	1487
43	499	1460
44	5619	1440
45	283	1420
46	205051	1402
47	11281	1399
48	4081	1388
49	3975	1367
50	138607	1349
51	62156	1322
52	379	1315
53	32	1312
54	17815	1306
55	7990	1259
56	153	1238
57	36	1233
58	1978	1211
59	406	1206
60	3078	1176
61	840	1158
62	329	1157
63	238	1144
64	114457	1133
65	33	1112
66	2554	1109
67	2972	1094
68	3268	1093
69	475	1087
70	62	1083
71	11224	1046
72	4101	1036
73	6399	1025
74	17414	1015
75	145	1010
76	1899	1009
77	38876	1005
78	16888	1000
79	432	980
80	3	977
81	6183	972
82	13789	968
83	2266	967
84	32667	965
85	132	952
86	12137	943
87	38	940
88	520	928
89	1651	920
90	35317	919
91	4206	911
92	56	907
93	279	902
94	108942	882
95	10028	882
96	3153	880
97	3999	878
98	467	877
99	16	876
100	65197	865
101	43	865
102	29	859
103	6766	838
104	7249	834
105	62056	831
106	220	822
107	27964	820
108	6378	818
109	10724	817
110	93	815
111	101009	813
112	272	809
113	5759	796
114	1763	796
115	169	791
116	7505	788
117	27568	787
118	65433	777
119	3555	776
120	61874	773
121	4126	750
122	839	748
123	18780	747
124	64	744
125	7463	744
126	405	741
127	4005	740
128	1708	739
129	1998	739
130	5396	737
131	14528	733
132	256	732
133	5254	731
134	526	727
135	135	723
136	811	720
137	44	719
138	59149	717
139	71	716
140	844	716
141	4726	715
142	64896	713
143	4398	713
144	36766	712
145	1681	710
146	230456	708
147	46	708
148	316	707
149	4181	703
150	1551	701
151	33638	689
152	15437	689
153	7540	685
154	34268	681
155	18	679
156	2570	675
157	710	675
158	1046	673
159	5175	669
