	artist_id	count
0	54	10822
1	67	8916
2	57070	8406
3	368	7831
4	1602	7826
5	405	6625
6	55	6574
7	10313	5546
8	6395	5341
9	3750	4486
10	20	3615
11	71	3436
12	424	3412
13	283	3295
14	25	3256
15	39272	3133
16	46	3063
17	1648	2986
18	238856	2847
19	129	2839
20	22566	2789
21	5842	2788
22	39242	2771
23	1651	2560
24	266	2517
25	2549	2512
26	4	2443
27	135	2429
28	4112	2233
29	3131	2219
30	140	2194
31	5215	2170
32	39273	2123
33	320	2120
34	15654	2117
35	245	2071
36	269	2063
37	7563	2055
38	93	2018
39	171	2004
40	6256	1968
41	8010	1968
42	4726	1901
43	1339	1890
44	16619	1873
45	7051	1846
46	5046	1835
47	176	1834
48	425	1743
49	40612	1741
50	38798	1700
51	379	1695
52	6776	1690
53	10028	1687
54	182	1682
55	689	1678
56	10131	1673
57	32948	1667
58	22675	1664
59	1763	1643
60	504	1612
61	7	1607
62	99	1584
63	3019	1552
64	9991	1538
65	2437	1536
66	174	1531
67	1807	1530
68	1312	1529
69	17414	1522
70	153	1522
71	27	1503
72	259	1496
73	3837	1483
74	1708	1471
75	1677	1453
76	4206	1443
77	1359	1434
78	374	1432
79	3091	1426
80	1426	1405
81	33058	1381
82	169	1379
83	2508	1374
84	18944	1368
85	2890	1364
86	10112	1346
87	6138	1335
88	1649	1332
89	308	1324
90	32	1302
91	5396	1293
92	19	1291
93	17327	1289
94	145	1288
95	501	1276
96	384	1273
97	10157	1254
98	150	1245
99	4347	1243
100	402	1239
101	2732	1237
102	1514	1210
103	3078	1198
104	30	1195
105	57067	1184
106	3136	1176
107	1760	1166
108	55241	1153
109	808	1152
110	7403	1147
111	39733	1145
112	5974	1136
113	279	1130
114	4890	1114
115	11020	1110
116	4455	1104
117	10046	1095
118	85	1094
119	4247	1093
120	8	1093
121	4081	1092
122	4082	1090
123	39299	1085
124	56666	1080
125	3690	1076
126	22741	1074
127	391	1072
128	3010	1068
129	515	1065
130	39322	1049
131	2782	1039
132	1793	1038
133	64	1035
134	2726	1033
135	106	1022
136	2846	1014
137	2925	1014
138	295	1012
139	429	1001
140	1459	996
141	6270	983
142	35433	978
143	486	977
144	6234	975
145	39818	973
146	1	972
147	11281	969
148	9486	949
149	2173	947
